name,price,change,change%,high,low
永豐主流品牌基金,0.06,37.48,4.19,50.14,0.00
復華全球消費基金(美元),0.05,26.39,3.59,24.11,0.00
柏瑞特別股息收益基金B月配息(南非幣)(本基金配息來源可能為本金),0.04,31.79,7.39,21.02,22.34
柏瑞特別股息收益基金N月配息(南非幣)(本基金配息來源可能為本金),0.03,13.84,3.81,7.80,20.14
凱基雲端趨勢基金(美元),0.00,53.24,19.93,18.48,4.56
第一金全球機器人與自動化產業基金N類型(台幣),0.00,24.22,16.58,15.51,16.25
第一金全球機器人與自動化產業基金N類型(美元),0.00,18.68,5.01,8.27,9.83
第一金全球FinTech金融科技基金N類型(台幣),8.18,8.95,42.46,15.55,9.84
第一金全球FinTech金融科技基金N類型(美元),21.67,24.51,14.66,20.66,21.32
新光中國成長基金(台幣),12.22,40.40,8.63,3.58,114.36
新光中國成長基金(美元),7.74,3.30,25.72,23.73,3.48
國泰中港台基金(台幣),12.23,63.35,22.93,53.92,57.27
國泰中港台基金(美元),61.13,24.34,4.34,5.49,86.88
新光中國成長基金(人民幣),4.75,10.00,29.66,30.39,6.83
兆豐國際中國A股基金(人民幣),121.44,25.15,28.89,30.39,31.86
匯豐中國動力基金(美元),24.04,27.95,6.19,8.68,33.01
兆豐國際中國A股基金(台幣),9.60,7.88,71.27,N/A,N/A
兆豐國際中國A股基金(美元),93.42,26.93,N/A,N/A,N/A
新光兩岸優勢基金,24.88,44.36,N/A,0.15,0.62
第一金中國世紀基金(人民幣),4.61,5.72,24.54,0.04,0.24
第一金中國世紀基金(台幣),35.36,N/A,16.61,0.07,0.20
日盛中國戰略A股基金(人民幣),N/A,N/A,35.39,0.01,0.04
日盛中國戰略A股基金(美元),N/A,7.27,25.13,0.01,0.02
日盛中國戰略A股基金(台幣),25.55,5.44,48.82,24.53,6.49
國泰中國新興戰略基金(台幣),17.28,9.99,21.25,85.6100,29.2400
國泰中國內需增長基金(台幣),37.34,8.58,7.63,39.6400,22.4900
國泰中國內需增長基金(美元),29.35,9.71,0.74,20.4800,19.6100
國泰中國新興戰略基金(美元),49.55,36.98,0.69,22.3200,19.4200
國泰中國內需增長基金-I(美元),33.81,0.6000,0.65,39.0900,11.8100
統一大中華中小基金,81.4700,0.2600,0.62,17.4700,6.4600
群益大中華雙力優勢基金(美元),37.7900,0.1300,0.60,24.9620,7.0180
復華大中華中小策略基金,20.1800,0.1300,0.49,28.7100,10.0700
匯豐中國科技精選基金(美元),21.0200,0.2100,0.43,28.6000,12.8200
群益大中華雙力優勢基金(台幣),35.3000,0.0800,0.38,56.0700,17.3400
華南永昌中國A股基金(人民幣),16.3300,0.1050,0.32,21.5200,18.7900
華南永昌中國A股基金(美元),24.2630,0.0900,0.23,31.0300,29.7600
匯豐中國科技精選基金(人民幣),23.8500,0.0800,0.16,15.2600,8.5500
匯豐中國科技精選基金(台幣),24.9200,0.1200,0.13,22.4600,19.8100
華南永昌中國A股基金(台幣),52.6600,0.0300,0.00,41.6700,13.5800
統一大龍騰中國基金,19.1900,0.0400,0.00,45.9800,50.0700
群益大中華雙力優勢基金(人民幣),30.0200,0.0000,0.00,33.1900,17.9000
統一大龍印基金,14.7200,0.0000,15.3800,10.2500,8.6700
安聯中華新思路基金(美元),20.6300,0.0000,55.6100,45.5800,49.2000
日盛中國內需動力基金,31.4600,51.5200,8.9100,0.65,12.87
安聯中華新思路基金(台幣),49.0600,52.4500,13.5800,0.44,17.01
統一強漢基金,28.5800,17.4600,0.08,0.33,57.14
安聯中國策略基金,20.4200,40.5900,0.07,0.29,34.52
安聯中華新思路基金(人民幣),40.2400,12.40,0.18,0.20,21.18
野村中國機會基金,17.1200,16.06,0.09,0.20,11.23
摩根東方內需機會基金,3.88,54.64,0.04,0.15,21.46
匯豐金磚動力基金,3.26,30.79,0.02,0.13,45.12
統一亞洲大金磚基金,7.73,20.11,0.03,0.13,19.81
匯豐中國動力基金(人民幣),5.70,10.21,0.05,0.12,24.00
柏瑞拉丁美洲基金,7.70,19.92,0.02,0.08,36.05
摩根亞洲基金,2.67,37.18,0.02,0.08,54.94
匯豐拉丁美洲基金,4.10,15.06,0.02,0.00,65.67
日盛亞洲機會基金,7.45,17.02,0.04,0.00,17.51
摩根中國亮點基金,4.44,26.01,0.00,8.29,30.98
野村歐洲高股息基金-累積型(本基金之配息來源可能為本金),5.21,52.38,0.00,62.27,7.53
匯豐中國動力基金(台幣),7.87,58.46,33.89,40.88,42.17
野村歐洲高股息基金-季配型(本基金之配息來源可能為本金),4.47,15.21,57.15,4.33,29.62
未來資產亞洲新富基金,7.37,24.71,3.70,22.26,4.10
元大新興亞洲基金,3.57,4.86,16.68,23.23,27.42
摩根金龍收成基金,32.75,37.99,21.38,7.80,35.44
台新新興市場機會股票基金,35.88,12.80,8.80,0.28,1.16
凱基亞洲四金磚基金,5.95,5.02,39.60,0.21,0.83
復華中國新經濟平衡基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),31.36,38.35,24.38,0.35,0.80
柏瑞五國金勢力建設基金,35.88,37.38,25.60,0.10,0.65
德信中國精選成長基金,8.24,6.77,44.12,0.04,0.09
復華中國新經濟平衡基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),37.32,9.97,15.58,0.03,0.05
凱基新興市場中小基金(台幣),60.53,4.78,45.53,0.01,0.04
摩根東方科技基金,26.97,9.24,62.99,0.00,0.00
復華中國新經濟平衡基金B配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),45.61,6.56,22.53,24.83,4.45
保德信亞太基金,22.86,6.26,11.09,35.20,38.92
群益東方盛世基金,47.63,8.39,21.41,3.50,38.14
凱基台商天下基金,64.94,6.38,3.52,34.25,8.10
元大印度基金,29.78,3.13,14.82,10.53,12.33
元大亞太成長基金,16.79,20.45,24.69,4.96,45.17
摩根新絲路基金,19.61,14.06,8.46,47.88,6.53
野村歐洲中小成長基金(台幣),8.73,7.31,20.51,24.19,0.39
野村中東非洲基金,38.85,51.34,45.18,16.54,0.14
野村歐洲中小成長基金(美元),49.39,19.35,7.06,23.72,0.20
群益亞太中小基金,3.43,9.83,7.48,24.61,0.18
安聯中國東協基金,48.22,19.21,4.00,27.66,0.19
台新印度基金,18.44,47.55,5.42,13.54,0.09
群益新興金鑽基金(美元),1.64,17.23,7.96,31.74,0.21
安聯亞洲動態策略基金,0.85,25.20,7.73,27.16,0.17
摩根泛亞太股票入息基金-月配型(人民幣)(本基金之配息來源可能為本金),0.85,27.21,4.84,42.77,0.26
凱基亞太高股息基金,0.74,29.71,9.70,32.55,0.19
摩根新興35基金,0.69,62.04,8.35,30.21,0.16
摩根新金磚五國基金,0.67,31.74,6.75,19.30,0.10
群益新興金鑽基金(台幣),0.67,28.43,2.88,101.22,0.52
柏瑞亞洲亮點股票基金(台幣),0.63,45.05,6.32,23.36,0.11
摩根泛亞太股票入息基金-月配型(台幣)(本基金之配息來源可能為本金),0.61,33.69,7.78,68.39,0.30
柏瑞亞洲亮點股票基金(人民幣),0.59,41.20,9.41,25.42,0.11
摩根泛亞太股票入息基金-月配型(美元)(本基金之配息來源可能為本金),0.53,33.76,7.54,19.88,0.08
群益東協成長基金(美元),0.52,106.63,7.77,12.61,0.05
永豐中國經濟建設基金(台幣),0.52,46.69,7.43,19.30,0.07
摩根泛亞太股票入息基金-累積型(台幣),0.47,72.06,4.38,11.18,0.04
宏利亞太中小企業基金(美元),0.44,26.85,3.76,23.77,0.08
野村歐洲中小成長基金(人民幣),0.43,20.48,8.06,36.15,0.12
統一新亞洲科技能源基金,0.40,13.93,7.31,37.34,0.12
群益東協成長基金(台幣),0.40,19.69,5.31,31.59,0.10
群益東協成長基金(人民幣),0.36,12.35,4.97,9.72,0.03
永豐中國經濟建設基金(人民幣),0.36,24.58,8.75,50.82,0.15
復華亞太成長基金,0.34,37.10,7.32,20.63,0.06
野村亞太高股息基金-季配型(台幣)(本基金之配息來源可能為本金),0.33,40.39,9.59,36.11,0.10
保德信大中華基金,0.32,37.54,7.89,28.04,0.07
宏利亞太中小企業基金(台幣),0.32,10.03,9.10,49.86,0.12
國泰歐洲精選基金(台幣),0.31,52.73,5.78,39.10,0.09
群益印巴雙星基金,0.30,21.59,5.34,19.40,0.04
國泰亞洲成長基金(美元),0.29,37.80,9.89,9.80,0.02
宏利亞太中小企業基金(人民幣避險),0.28,28.60,8.19,54.84,0.11
國泰亞洲成長基金(台幣),0.25,52.34,4.99,40.75,0.08
復華東協世紀基金,0.24,40.67,9.67,17.15,0.03
野村亞太高股息基金-累積型(台幣)(本基金之配息來源可能為本金),0.23,20.47,7.04,29.32,0.05
第一金亞洲科技基金,0.21,10.07,6.91,36.25,0.06
國泰新興市場基金(美元),0.20,56.57,7.66,19.24,0.03
統一亞太基金,0.20,45.61,4.86,19.35,0.03
國泰歐洲精選基金(美元),0.20,22.08,7.63,10.95,0.02
匯豐新鑽動力基金,0.18,30.83,6.61,52.57,0.08
瀚亞亞太基礎建設基金,0.17,38.52,3.54,13.46,0.02
惠理康和兩岸價值基金,0.17,28.40,9.87,21.30,0.03
柏瑞亞太高股息基金N月配息(人民幣)(本基金之配息來源可能為本金),0.16,20.07,9.23,37.56,0.05
國泰新興市場基金(台幣),0.16,10.95,8.11,64.93,0.08
柏瑞亞太高股息基金N月配息(美元)(本基金之配息來源可能為本金),0.15,61.86,5.10,34.66,0.04
柏瑞亞太高股息基金A不配息(台幣),0.15,13.92,6.31,36.02,0.04
第一金亞洲新興市場基金,0.15,31.62,9.54,10.05,0.01
野村亞太高股息基金-累積型(人民幣)(本基金之配息來源可能為本金),0.14,37.56,7.42,10.38,0.01
野村亞太高股息基金-季配型(人民幣)(本基金之配息來源可能為本金),0.13,68.10,8.32,23.99,0.02
新光亞洲精選基金(美元),0.12,37.24,9.54,12.36,0.01
柏瑞亞太高股息基金B月配息(台幣)(本基金之配息來源可能為本金),0.12,48.50,9.60,13.41,0.01
柏瑞亞太高股息基金A不配息(人民幣),0.11,10.09,4.65,60.99,0.04
柏瑞亞太高股息基金B月配息(人民幣)(本基金之配息來源可能為本金),0.10,10.38,3.00,15.63,0.01
柏瑞亞太高股息基金N月配息(台幣)(本基金之配息來源可能為本金),0.10,24.61,4.26,22.01,0.01
群益華夏盛世基金N類型(台幣),0.08,19.57,8.67,24.06,0.01
群益華夏盛世基金N類型(美元),0.08,16.12,4.78,30.56,0.01
群益華夏盛世基金N類型(人民幣),0.07,63.09,9.82,11.53,0.00
群益印巴雙星基金N類型,0.07,16.45,4.05,50.14,0.00
群益全球關鍵生技基金N類型(台幣),0.06,37.48,4.19,24.11,0.00
群益全球關鍵生技基金N類型(美元),0.05,26.39,3.59,21.02,22.34
瀚亞非洲基金(南非幣),0.04,31.79,7.39,7.80,20.14
瀚亞亞太高股息基金A不配息(美元),0.03,13.84,3.81,18.48,4.56
野村大俄羅斯基金,0.00,53.24,19.93,15.51,16.25
富蘭克林華美中華基金,0.00,24.22,16.58,8.27,9.83
永豐亞洲民生消費基金,0.00,18.68,5.01,15.55,9.84
新光亞洲精選基金(台幣),8.18,8.95,42.46,20.66,21.32
貝萊德亞太全方位股票入息基金-月配類型(美元)(本基金之配息來源可能為本金),21.67,24.51,14.66,3.58,114.36
瀚亞非洲基金(台幣),12.22,40.40,8.63,23.73,3.48
安聯全球新興市場基金,7.74,3.30,25.72,53.92,57.27
匯豐太平洋精典基金,12.23,63.35,22.93,5.49,86.88
保德信拉丁美洲基金,61.13,24.34,4.34,30.39,6.83
台新中國精選中小基金,4.75,10.00,29.66,30.39,31.86
群益華夏盛世基金(美元),121.44,25.15,28.89,8.68,33.01
貝萊德亞太全方位股票入息基金-累積類型(台幣)(本基金之配息來源可能為本金),24.04,27.95,6.19,N/A,N/A
保德信中國品牌基金(人民幣),9.60,7.88,71.27,N/A,N/A
瀚亞亞太高股息基金A不配息(台幣),93.42,26.93,N/A,0.15,0.62
貝萊德亞太全方位股票入息基金-月配類型(台幣)(本基金之配息來源可能為本金),24.88,44.36,N/A,0.04,0.24
國泰中國內需增長基金(人民幣),4.61,5.72,24.54,0.07,0.20
瀚亞亞太高股息基金B配息(美元)(本基金配息來源可能為本金),35.36,N/A,16.61,0.01,0.04
瀚亞亞太高股息基金B配息(台幣)(本基金配息來源可能為本金),N/A,N/A,35.39,0.01,0.02
國泰中港台基金(人民幣),N/A,7.27,25.13,24.53,6.49
國泰中國新興戰略基金(人民幣),25.55,5.44,48.82,29.24,0.12
群益華夏盛世基金(人民幣),17.28,9.99,21.25,21.72,0.08
群益華夏盛世基金(台幣),37.34,8.58,7.63,30.45,0.00
摩根中國A股基金(美元),29.35,9.71,8.82,85.6100,29.2400
瀚亞亞太高股息基金A不配息(人民幣),49.55,36.98,8.11,39.6400,22.4900
瀚亞歐洲基金,33.81,30.43,5.80,20.4800,19.6100
野村新馬基金,0.41,22.05,0.74,22.3200,19.4200
貝萊德亞太全方位股票入息基金-月配類型(人民幣)(本基金之配息來源可能為本金),0.37,31.42,0.69,39.0900,11.8100
摩根中國A股基金(台幣),0.00,0.6000,0.65,17.4700,6.4600
保德信中國品牌基金(台幣),81.4700,0.2600,0.62,24.9620,7.0180
保德信中國品牌基金(美元),37.7900,0.1300,0.60,28.7100,10.0700
元大大中華TMT基金(人民幣),20.1800,0.1300,0.49,28.6000,12.8200
瀚亞亞太高股息基金B配息(人民幣)(本基金配息來源可能為本金),21.0200,0.2100,0.43,56.0700,17.3400
群益全球關鍵生技基金(美元),35.3000,0.0800,0.38,21.5200,18.7900
元大泛歐成長基金,16.3300,0.1050,0.32,31.0300,29.7600
富蘭克林華美中國消費基金(人民幣),24.2630,0.0900,0.23,15.2600,8.5500
群益全球關鍵生技基金(台幣),23.8500,0.0800,0.16,22.4600,19.8100
富蘭克林華美中國消費基金(美元),24.9200,0.1200,0.13,41.6700,13.5800
元大大中華TMT基金(台幣),52.6600,0.0300,0.00,45.9800,50.0700
元大華夏中小基金,19.1900,0.0400,0.00,33.1900,17.9000
摩根大歐洲基金,30.0200,0.0000,0.00,10.2500,8.6700
富蘭克林華美中國A股基金(人民幣),14.7200,0.0000,15.3800,45.5800,49.2000
富蘭克林華美中國A股基金(美元),20.6300,0.0000,55.6100,0.65,12.87
富蘭克林華美中國消費基金(台幣),31.4600,51.5200,8.9100,0.44,17.01
富蘭克林華美中國A股基金(台幣),49.0600,52.4500,13.5800,0.33,57.14
摩根泛亞太股票入息基金-累積型(美元),28.5800,17.4600,0.08,0.29,34.52
凱基新興市場中小基金(美元),20.4200,40.5900,0.07,0.20,21.18
柏瑞亞太高股息基金N9不配息(台幣),40.2400,12.40,0.18,0.20,11.23
柏瑞亞太高股息基金N9不配息(美元),17.1200,16.06,0.09,0.15,21.46
柏瑞亞太高股息基金N9不配息(人民幣),3.88,54.64,0.04,0.13,45.12
柏瑞亞太高股息基金A不配息(美元),3.26,30.79,0.02,0.13,19.81
柏瑞亞太高股息基金B月配息(美元)(本基金之配息來源可能為本金),7.73,20.11,0.03,0.12,24.00
柏瑞亞洲亮點股票基金N9(台幣),5.70,10.21,0.05,0.08,36.05
柏瑞亞洲亮點股票基金N9(美元),7.70,19.92,0.02,0.08,54.94
柏瑞亞洲亮點股票基金N9(人民幣),2.67,37.18,0.02,0.00,65.67
柏瑞亞洲亮點股票基金(美元),4.10,15.06,0.02,0.00,17.51
瀚亞亞太高股息基金A不配息(澳幣),7.45,17.02,0.04,8.29,30.98
瀚亞亞太高股息基金B配息(澳幣)(本基金配息來源可能為本金),4.44,26.01,0.00,62.27,7.53
瀚亞亞太高股息基金A不配息(南非幣),5.21,52.38,0.00,40.88,42.17
瀚亞亞太高股息基金B配息(南非幣)(本基金配息來源可能為本金),7.87,58.46,33.89,4.33,29.62
第一金中國世紀基金(美元),4.47,15.21,57.15,22.26,4.10
第一金中國世紀基金N類型(人民幣),7.37,24.71,3.70,23.23,27.42
第一金中國世紀基金N類型(台幣),3.57,4.86,16.68,7.80,35.44
第一金中國世紀基金N類型(美元),32.75,37.99,21.38,0.28,1.16
野村印尼潛力基金,35.88,12.80,8.80,0.21,0.83
野村巴西基金,5.95,5.02,39.60,0.35,0.80
復華中國新經濟A股基金(台幣),31.36,38.35,24.38,0.10,0.65
復華中國新經濟A股基金(人民幣),35.88,37.38,25.60,0.04,0.09
匯豐中國A股匯聚基金(台幣),8.24,6.77,44.12,0.03,0.05
匯豐中國A股匯聚基金(人民幣),37.32,9.97,15.58,0.01,0.04
匯豐中國A股匯聚基金(美元),60.53,4.78,45.53,0.00,0.00
保德信中國中小基金(美元),26.97,9.24,62.99,24.83,4.45
保德信中國中小基金(人民幣),45.61,6.56,22.53,35.20,38.92
群益印度中小基金(美元),22.86,6.26,11.09,3.50,38.14
保德信中國中小基金(台幣),47.63,8.39,21.41,34.25,8.10
群益印度中小基金(人民幣),64.94,6.38,3.52,10.53,12.33
群益印度中小基金(台幣),29.78,3.13,14.82,4.96,45.17
瀚亞印度基金(美元),16.79,20.45,24.69,47.88,6.53
摩根新興日本基金,19.61,14.06,8.46,24.19,0.39
瀚亞印度基金(人民幣),8.73,7.31,20.51,16.54,0.14
瀚亞印度基金(台幣),38.85,51.34,45.18,23.72,0.20
群益大印度基金(美元),49.39,19.35,7.06,24.61,0.18
群益大印度基金(台幣),3.43,9.83,7.48,27.66,0.19
群益大印度基金(人民幣),48.22,19.21,4.00,13.54,0.09
摩根絕對日本基金,18.44,47.55,5.42,31.74,0.21
復華美國新星基金(台幣),1.64,17.23,7.96,27.16,0.17
復華美國新星基金(美元),0.85,25.20,7.73,42.77,0.26
野村印度潛力基金,0.85,27.21,4.84,32.55,0.19
群益印度中小基金N類型(人民幣),0.74,29.71,9.70,30.21,0.16
群益印度中小基金N類型(台幣),0.69,62.04,8.35,19.30,0.10
群益印度中小基金N類型(美元),0.67,31.74,6.75,101.22,0.52
群益美國新創亮點基金N類型(台幣),0.67,28.43,2.88,23.36,0.11
群益美國新創亮點基金N類型(美元),0.63,45.05,6.32,68.39,0.30
群益大印度基金N類型(人民幣),0.61,33.69,7.78,25.42,0.11
群益大印度基金N類型(台幣),0.59,41.20,9.41,19.88,0.08
群益大印度基金N類型(美元),0.53,33.76,7.54,12.61,0.05
野村日本領先基金,0.52,106.63,7.77,19.30,0.07
群益美國新創亮點基金(美元),0.52,46.69,7.43,11.18,0.04
群益美國新創亮點基金(台幣),0.47,72.06,4.38,23.77,0.08
瀚亞美國高科技基金,0.44,26.85,3.76,36.15,0.12
瀚亞中國基金(人民幣),0.43,20.48,8.06,37.34,0.12
野村泰國基金,0.40,13.93,7.31,31.59,0.10
瀚亞中國基金(台幣),0.40,19.69,5.31,9.72,0.03
瀚亞巴西基金,0.36,12.35,4.97,50.82,0.15
瀚亞中國基金(美元),0.36,24.58,8.75,20.63,0.06
復華�琤苀璊擖縝V二倍基金,0.34,37.10,7.32,36.11,0.10
富邦香港H股單日正向兩倍基金,0.33,40.39,9.59,28.04,0.07
元大印尼指數基金,0.32,37.54,7.89,49.86,0.12
台新MSCI台灣單日正向2倍基金,0.32,10.03,9.10,39.10,0.09
富邦印度NIFTY單日正向兩倍基金(本基金採匯率避險),0.31,52.73,5.78,19.40,0.04
復華富時不動產證券化基金,0.30,21.59,5.34,9.80,0.02
台新MSCI中國基金,0.29,37.80,9.89,54.84,0.11
永豐標普東南亞指數基金(美元),0.28,28.60,8.19,40.75,0.08
復華�琤肭簹�,0.25,52.34,4.99,17.15,0.03
元大大中華價值指數基金(美元),0.24,40.67,9.67,29.32,0.05
永豐標普東南亞指數基金(台幣),0.23,20.47,7.04,36.25,0.06
元大大中華價值指數基金(人民幣),0.21,10.07,6.91,19.24,0.03
富邦上証180單日反向一倍基金,0.20,56.57,7.66,19.35,0.03
